#Id	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	Alias	dbxref	Type	Qualifier	GO	Desc
YBL021C	chrII	-	181490	182118	181660	182094	1	181660	182094	434	TATA-less	TAF1-enriched	182144	182190	Verified
YBL020W	chrII	+	182319	184205	182401	184125	1	182401	184125	1724	TATA-less	TAF1-enriched	182308	182281	Verified
YBL019W	chrII	+	184353	186027	184353	185915	1	184353	185915	1562	#N/A	#N/A	#N/A	#N/A	Verified
YBL018C	chrII	-	185962	186515	185998	186474	2	"185998,186428,"	"186352,186474,"	476	TATA-less	TAF1-enriched	186544	186576	Verified
YBL017C	chrII	-	186771	191763	186844	191583	1	186844	191583	4739	TATA-less	TAF1-enriched	191780	191811	Verified
YBL016W	chrII	+	192451	193647	192451	193512	1	192451	193512	1061	TATA-containing	TAF1-depleted	192354	192367	Verified
YBL015W	chrII	+	194027	195984	194122	195702	1	194122	195702	1580	TATA-containing	TAF1-depleted	194004	193975	Verified
YBL014C	chrII	-	198923	201777	199064	201748	1	199064	201748	2684	TATA-less	TAF1-enriched	201792	201818	Verified
YBL013W	chrII	+	201990	203475	202056	203261	1	202056	203261	1205	TATA-less	TAF1-enriched	201988	201984	Verified
YBL012C	chrII	-	#N/A	#N/A	203406	203807	1	203406	203807	401	#N/A	#N/A	#N/A	#N/A	Dubious
YBL011W	chrII	+	203437	206022	203538	205817	1	203538	205817	2279	TATA-less	TAF1-enriched	203395	203414	Verified
YBL010C	chrII	-	205899	206951	206107	206949	1	206107	206949	842	TATA-less	TAF1-enriched	206967	206980	Uncharacterized
YBL009W	chrII	+	207160	209350	207194	209224	1	207194	209224	2030	TATA-less	TAF1-enriched	207148	207131	Verified
YBL008W-A	chrII	+	#N/A	#N/A	209409	209648	1	209409	209648	239	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YBL008W	chrII	+	209598	212256	209653	212175	1	209653	212175	2522	TATA-less	TAF1-enriched	209586	209572	Verified
YBL007C	chrII	-	212467	216418	212632	216366	1	212632	216366	3734	TATA-containing	TAF1-enriched	216446	216461	Verified
YBL006C	chrII	-	216405	217137	216587	217129	1	216587	217129	542	TATA-less	TAF1-enriched	217150	217189	Verified
YBL006W-A	chrII	+	216707	217478	216711	216860	1	216711	216860	149	#N/A	#N/A	#N/A	#N/A	Dubious
YBL005W	chrII	+	217408	220685	217470	220400	1	217470	220400	2930	TATA-less	TAF1-enriched	217395	217365	Verified
YBL004W	chrII	+	#N/A	#N/A	227636	235117	1	227636	235117	7481	TATA-less	TAF1-enriched	227508	227493	Verified
YBL003C	chrII	-	235221	235819	235394	235792	1	235394	235792	398	TATA-containing	TAF1-depleted	235948	235983	Verified
YBL002W	chrII	+	236469	237079	236492	236887	1	236492	236887	395	TATA-containing	TAF1-depleted	236320	236296	Verified
YBL001C	chrII	-	237078	237478	237153	237467	1	237153	237467	314	#N/A	#N/A	#N/A	#N/A	Verified
YBR001C	chrII	-	238872	241339	238941	241283	1	238941	241283	2342	TATA-containing	TAF1-depleted	241472	241502	Verified
YBR002C	chrII	-	241589	242584	241708	242568	1	241708	242568	860	TATA-less	TAF1-enriched	242624	242655	Verified
YBR003W	chrII	+	242780	244364	242809	244230	1	242809	244230	1421	TATA-less	TAF1-enriched	242813	242751	Verified
YBR004C	chrII	-	244273	245683	244366	245667	1	244366	245667	1301	#N/A	#N/A	#N/A	#N/A	Verified
YBR005W	chrII	+	245817	246698	245906	246547	1	245906	246547	641	TATA-less	TAF1-depleted	245816	245785	Verified
YBR006W	chrII	+	246884	248649	247010	248503	1	247010	248503	1493	#N/A	#N/A	#N/A	#N/A	Verified
YBR007C	chrII	-	248623	251106	248806	251016	1	248806	251016	2210	TATA-less	TAF1-depleted	251149	251179	Verified
YBR008C	chrII	-	252403	254427	252563	254209	1	252563	254209	1646	TATA-less	TAF1-enriched	254451	254456	Verified
YBR009C	chrII	-	255199	255720	255373	255684	1	255373	255684	311	TATA-containing	TAF1-depleted	255752	255787	Verified
YBR010W	chrII	+	256303	256904	256331	256741	1	256331	256741	410	TATA-containing	TAF1-depleted	256252	256225	Verified
YBR011C	chrII	-	257000	258006	257112	257975	1	257112	257975	863	TATA-less	TAF1-enriched	258052	258056	Verified
YBR012C	chrII	-	258941	259571	259147	259566	1	259147	259566	419	#N/A	#N/A	#N/A	#N/A	Dubious
YBR013C	chrII	-	265479	266012	265492	265881	1	265492	265881	389	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YBR014C	chrII	-	266614	267432	266725	267336	1	266725	267336	611	TATA-less	TAF1-depleted	267437	267458	Verified
YBR015C	chrII	-	267591	269631	267710	269503	1	267710	269503	1793	TATA-less	TAF1-enriched	269624	269657	Verified
YBR016W	chrII	+	270198	270840	270247	270633	1	270247	270633	386	TATA-containing	TAF1-enriched	270172	270135	Verified
YBR017C	chrII	-	270845	273765	270947	273703	1	270947	273703	2756	TATA-less	TAF1-enriched	273787	273817	Verified
YBR018C	chrII	-	274272	275547	274427	275527	1	274427	275527	1100	#N/A	#N/A	#N/A	#N/A	Verified
YBR019C	chrII	-	276169	278377	276253	278352	1	276253	278352	2099	#N/A	#N/A	#N/A	#N/A	Verified
YBR020W	chrII	+	278963	280763	279021	280607	1	279021	280607	1586	#N/A	#N/A	#N/A	#N/A	Verified
YBR021W	chrII	+	281307	283471	281443	283344	1	281443	283344	1901	TATA-less	TAF1-enriched	281298	281252	Verified
YBR022W	chrII	+	283676	284429	283738	284271	1	283738	284271	533	TATA-less	TAF1-depleted	283659	283627	Verified
YBR023C	chrII	-	284226	288054	284428	287925	1	284428	287925	3497	TATA-less	TAF1-enriched	288101	288129	Verified
YBR024W	chrII	+	289336	290352	289445	290350	1	289445	290350	905	TATA-less	TAF1-enriched	289217	289239	Verified
YBR025C	chrII	-	290470	291902	290681	291865	1	290681	291865	1184	TATA-less	TAF1-enriched	292022	292091	Verified
YBR026C	chrII	-	292761	294022	292877	294019	1	292877	294019	1142	TATA-less	TAF1-depleted	294127	294156	Verified
YBR027C	chrII	-	#N/A	#N/A	294024	294356	1	294024	294356	332	#N/A	#N/A	#N/A	#N/A	Dubious
YBR028C	chrII	-	294249	296036	294425	296002	1	294425	296002	1577	TATA-less	TAF1-enriched	296099	296121	Verified
YBR029C	chrII	-	296238	297832	296369	297742	1	296369	297742	1373	TATA-less	TAF1-enriched	297839	297874	Verified
YBR030W	chrII	+	298232	300006	298292	299950	1	298292	299950	1658	TATA-less	TAF1-enriched	298207	298171	Verified
YBR031W	chrII	+	300150	301342	300166	301254	1	300166	301254	1088	TATA-containing	TAF1-depleted	300109	300066	Verified
YBR032W	chrII	+	301439	301948	301519	301821	1	301519	301821	302	#N/A	#N/A	#N/A	#N/A	Dubious
YBR033W	chrII	+	301817	304897	301944	304703	1	301944	304703	2759	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YBR034C	chrII	-	304740	305990	304930	305976	1	304930	305976	1046	TATA-containing	TAF1-depleted	306040	306064	Verified
YBR035C	chrII	-	306139	306985	306269	306955	1	306269	306955	686	TATA-less	TAF1-enriched	307019	307045	Verified
YBR036C	chrII	-	308887	310358	309081	310313	1	309081	310313	1232	TATA-less	TAF1-enriched	310380	310423	Verified
YBR037C	chrII	-	310495	311501	310565	311452	1	310565	311452	887	TATA-less	TAF1-enriched	311479	311539	Verified
YBR038W	chrII	+	311861	314975	311898	314789	1	311898	314789	2891	TATA-less	TAF1-enriched	311823	311795	Verified
YBR039W	chrII	+	315488	316688	315575	316510	1	315575	316510	935	TATA-less	TAF1-enriched	315505	315478	Verified
YBR040W	chrII	+	#N/A	#N/A	316968	317864	1	316968	317864	896	#N/A	#N/A	#N/A	#N/A	Verified
YBR041W	chrII	+	318213	320417	318266	320275	1	318266	320275	2009	#N/A	#N/A	#N/A	#N/A	Verified
YBR042C	chrII	-	320349	321645	320416	321609	1	320416	321609	1193	TATA-less	TAF1-enriched	321670	321703	Verified
YBR043C	chrII	-	321748	324094	321876	323945	1	321876	323945	2069	TATA-less	TAF1-enriched	324096	324103	Verified
YBR044C	chrII	-	324265	326092	324341	326059	1	324341	326059	1718	#N/A	#N/A	#N/A	#N/A	Verified
YBR045C	chrII	-	327975	330196	328173	330092	1	328173	330092	1919	#N/A	#N/A	#N/A	#N/A	Verified
YBR046C	chrII	-	330463	331582	330507	331511	1	330507	331511	1004	TATA-less	TAF1-enriched	331577	331613	Verified
YBR047W	chrII	+	331832	332461	331833	332360	1	331833	332360	527	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YBR048W	chrII	+	332816	334037	332831	333812	2	"332831,333387,"	"332875,333812,"	981	TATA-less	TAF1-enriched	332790	332754	Verified
YBR049C	chrII	-	334141	336967	334386	336818	1	334386	336818	2432	TATA-less	TAF1-enriched	336941	336968	Verified
YBR050C	chrII	-	337145	338387	337183	338199	1	337183	338199	1016	#N/A	#N/A	#N/A	#N/A	Verified
YBR051W	chrII	+	#N/A	#N/A	337988	338338	1	337988	338338	350	#N/A	#N/A	#N/A	#N/A	Dubious
YBR052C	chrII	-	338663	339416	338720	339352	1	338720	339352	632	TATA-less	TAF1-depleted	339446	339479	Verified
YBR053C	chrII	-	339606	340763	339675	340751	1	339675	340751	1076	TATA-less	TAF1-enriched	340772	340782	Uncharacterized
YBR054W	chrII	+	342781	344496	343101	344135	1	343101	344135	1034	TATA-containing	TAF1-depleted	342687	342661	Verified
YBR055C	chrII	-	344509	347308	344602	347301	1	344602	347301	2699	TATA-containing	TAF1-enriched	347336	347406	Verified
YBR056W	chrII	+	347867	349444	347879	349384	1	347879	349384	1505	TATA-less	TAF1-enriched	347779	347741	Verified
YBR056W-A	chrII	+	351228	351890	351255	351455	1	351255	351455	200	TATA-less	TAF1-enriched	351024	350991	Uncharacterized
YBR056C-B	chrII	-	351065	351489	351293	351451	1	351293	351451	158	#N/A	#N/A	#N/A	#N/A	Dubious
YBR057C	chrII	-	352089	353383	352193	353293	1	352193	353293	1100	TATA-less	TAF1-enriched	353409	353448	Verified
YBR058C	chrII	-	353654	356039	353672	356017	1	353672	356017	2345	TATA-less	TAF1-enriched	356072	0	Verified
YBR058C-A	chrII	-	356153	356625	356324	356566	1	356324	356566	242	TATA-less	TAF1-enriched	356645	356632	Verified
YBR059C	chrII	-	356751	360337	356861	360187	1	356861	360187	3326	TATA-less	TAF1-enriched	360360	360389	Verified
YBR060C	chrII	-	360595	362606	360652	362514	1	360652	362514	1862	TATA-less	TAF1-depleted	362626	362654	Verified
YBR061C	chrII	-	364634	365726	364787	365719	1	364787	365719	932	TATA-less	TAF1-enriched	365757	365767	Verified
YBR062C	chrII	-	365874	366610	365976	366600	2	"365976,366585,"	"366502,366600,"	624	TATA-less	TAF1-enriched	366626	366592	Uncharacterized
YBR063C	chrII	-	366715	368317	366970	368184	1	366970	368184	1214	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YBR064W	chrII	+	#N/A	#N/A	367763	368191	1	367763	368191	428	#N/A	#N/A	#N/A	#N/A	Dubious
YBR065C	chrII	-	367999	369713	368584	369678	1	368584	369678	1094	TATA-less	TAF1-enriched	369751	369798	Verified
YBR066C	chrII	-	369938	370782	370037	370699	1	370037	370699	662	TATA-containing	TAF1-enriched	370767	370806	Verified
YBR067C	chrII	-	371965	372786	372103	372735	1	372103	372735	632	TATA-containing	TAF1-depleted	372837	372871	Verified
YBR068C	chrII	-	373642	375729	373861	375690	1	373861	375690	1829	TATA-containing	TAF1-depleted	375784	375824	Verified
YBR069C	chrII	-	376429	378538	376574	378433	1	376574	378433	1859	TATA-containing	TAF1-depleted	378579	378609	Verified
YBR070C	chrII	-	379178	379955	379221	379934	1	379221	379934	713	TATA-less	TAF1-enriched	379984	380005	Verified
YBR071W	chrII	+	380339	381321	380411	381046	1	380411	381046	635	TATA-less	TAF1-depleted	380308	380284	Verified
YBR072W	chrII	+	381956	382838	382030	382674	1	382030	382674	644	#N/A	#N/A	#N/A	#N/A	Verified
YBR072C-A	chrII	-	#N/A	#N/A	382860	383021	1	382860	383021	161	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YBR073W	chrII	+	383090	386067	383112	385988	1	383112	385988	2876	TATA-containing	TAF1-enriched	383102	383074	Verified
YBR074W	chrII	+	386281	389278	386286	389216	1	386286	389216	2930	TATA-less	TAF1-enriched	386291	386251	Verified
YBR076W	chrII	+	390161	391844	390227	391291	1	390227	391291	1064	#N/A	#N/A	#N/A	#N/A	Verified
YBR076C-A	chrII	-	391146	391683	391351	391617	1	391351	391617	266	TATA-containing	TAF1-enriched	391686	391716	Dubious
YBR077C	chrII	-	391588	392333	391805	392293	1	391805	392293	488	TATA-less	TAF1-depleted	392378	392388	Verified
YBR078W	chrII	+	392947	395042	393123	394742	2	"393123,393511,"	"393180,394742,"	1619	TATA-less	TAF1-depleted	392898	392864	Verified
YBR079C	chrII	-	395294	398302	395383	398277	1	395383	398277	2894	TATA-less	TAF1-enriched	398315	398334	Verified
YBR080C	chrII	-	398486	400916	398614	400890	1	398614	400890	2276	TATA-less	TAF1-enriched	400934	400954	Verified
YBR081C	chrII	-	401137	405404	401253	405251	1	401253	405251	3998	TATA-less	TAF1-enriched	405426	405468	Verified
YBR082C	chrII	-	406461	407255	406628	407169	2	"406628,407123,"	"407027,407169,"	541	TATA-less	TAF1-enriched	407235	407291	Verified
YBR083W	chrII	+	408914	410754	409169	410629	1	409169	410629	1460	TATA-containing	TAF1-depleted	409089	409061	Verified
YBR084W	chrII	+	411040	414073	411054	413981	1	411054	413981	2927	TATA-less	TAF1-enriched	411001	410981	Verified
YBR084C-A	chrII	-	414132	415283	414186	415261	2	"414186,415260,"	"414753,415261,"	1075	TATA-less	TAF1-enriched	415287	415316	Verified
YBR085W	chrII	+	415908	417072	415983	416906	1	415983	416906	923	TATA-less	TAF1-depleted	415842	415810	Verified
YBR085C-A	chrII	-	418548	419193	418907	419164	1	418907	419164	257	TATA-containing	TAF1-enriched	419244	419267	Verified
YBR086C	chrII	-	420069	423347	420201	423041	1	420201	423041	2840	TATA-less	TAF1-depleted	423314	423326	Verified
YBR087W	chrII	+	423754	424884	423765	424829	1	423765	424829	1064	TATA-less	TAF1-enriched	423715	423700	Verified
YBR088C	chrII	-	424949	425806	424990	425766	1	424990	425766	776	TATA-containing	TAF1-depleted	425850	425881	Verified
YBR089W	chrII	+	425028	426037	425183	425782	1	425183	425782	599	#N/A	#N/A	#N/A	#N/A	Dubious
YBR089C-A	chrII	-	426033	426899	426190	426489	1	426190	426489	299	#N/A	#N/A	#N/A	#N/A	Verified
YBR090C	chrII	-	#N/A	#N/A	426333	427058	2	"426333,426874,"	"426516,427058,"	725	TATA-less	TAF1-enriched	426937	426961	Uncharacterized
YBR091C	chrII	-	427033	427525	427155	427484	1	427155	427484	329	TATA-less	TAF1-enriched	427550	427602	Verified
YBR092C	chrII	-	427647	429115	427698	429101	1	427698	429101	1403	TATA-containing	TAF1-depleted	429158	429188	Verified
YBR093C	chrII	-	429481	430986	429548	430951	1	429548	430951	1403	TATA-containing	TAF1-depleted	431016	431043	Verified
YBR094W	chrII	+	431970	434300	432036	434297	1	432036	434297	2261	#N/A	#N/A	#N/A	#N/A	Verified
YBR095C	chrII	-	434314	435722	434406	435698	1	434406	435698	1292	TATA-less	TAF1-enriched	435731	435776	Verified
YBR096W	chrII	+	435960	436781	436021	436713	1	436021	436713	692	TATA-less	TAF1-enriched	435931	435891	Uncharacterized
YBR097W	chrII	+	436911	441387	436951	441315	1	436951	441315	4364	TATA-less	TAF1-enriched	436884	436843	Verified
YBR098W	chrII	+	441496	443699	441515	443590	1	441515	443590	2075	#N/A	#N/A	#N/A	#N/A	Verified
YBR099C	chrII	-	442890	443900	442924	443307	1	442924	443307	383	#N/A	#N/A	#N/A	#N/A	Dubious
YBR101C	chrII	-	443785	444743	443821	444693	1	443821	444693	872	TATA-less	TAF1-enriched	444744	444769	Verified
YBR102C	chrII	-	444957	447387	445062	447323	1	445062	447323	2261	TATA-less	TAF1-depleted	447366	447409	Verified
YBR103W	chrII	+	447578	449364	447709	449316	1	447709	449316	1607	TATA-less	TAF1-enriched	447545	447511	Verified
YBR103C-A	chrII	-	449192	449521	449320	449463	1	449320	449463	143	#N/A	#N/A	#N/A	#N/A	Dubious
YBR104W	chrII	+	449579	450716	449667	450656	1	449667	450656	989	TATA-less	TAF1-depleted	449561	449539	Verified
YBR105C	chrII	-	450759	451992	450881	451969	1	450881	451969	1088	TATA-containing	TAF1-depleted	452056	452099	Verified
YBR106W	chrII	+	452625	453364	452658	453224	1	452658	453224	566	TATA-less	TAF1-enriched	452555	452533	Verified
YBR107C	chrII	-	453489	454579	453793	454530	1	453793	454530	737	TATA-less	TAF1-enriched	454583	454614	Verified
YBR108W	chrII	+	454770	457846	454822	457665	1	454822	457665	2843	TATA-less	TAF1-enriched	454764	454736	Verified
YBR109C	chrII	-	457721	458401	457919	458362	1	457919	458362	443	TATA-less	TAF1-enriched	458428	458471	Verified
YBR109W-A	chrII	+	458498	459155	458608	458832	1	458608	458832	224	#N/A	#N/A	#N/A	#N/A	Dubious
YBR110W	chrII	+	458824	460321	458872	460221	1	458872	460221	1349	TATA-less	TAF1-enriched	458810	458787	Verified
YBR111C	chrII	-	461107	461881	461178	461873	1	461178	461873	695	TATA-containing	TAF1-depleted	461888	461918	Verified
YBR111W-A	chrII	+	462098	462746	462139	462579	3	"462726,462290,462500,"	"462209,462429,462579,"	440	TATA-less	TAF1-enriched	462080	462054	Verified
YBR112C	chrII	-	462616	465945	462870	465770	1	462870	465770	2900	TATA-less	TAF1-enriched	465961	466041	Verified
YBR113W	chrII	+	#N/A	#N/A	465566	466048	1	465566	466048	482	#N/A	#N/A	#N/A	#N/A	Dubious
YBR114W	chrII	+	467160	469674	467248	469620	1	467248	469620	2372	TATA-containing	TAF1-enriched	467123	467100	Verified
YBR115C	chrII	-	469611	473945	469748	473926	1	469748	473926	4178	TATA-containing	TAF1-depleted	474004	474030	Verified
YBR116C	chrII	-	#N/A	#N/A	474199	474726	1	474199	474726	527	#N/A	#N/A	#N/A	#N/A	Dubious
YBR117C	chrII	-	474258	476468	474392	476437	1	474392	476437	2045	#N/A	#N/A	#N/A	#N/A	Verified
YBR118W	chrII	+	477649	479137	477671	479047	1	477671	479047	1376	TATA-containing	TAF1-depleted	477596	477542	Verified
YBR119W	chrII	+	479290	480443	479338	480323	2	"479338,479435,"	"479345,480323,"	985	TATA-less	TAF1-enriched	479306	479298	Verified
YBR120C	chrII	-	480375	480993	480435	480923	1	480435	480923	488	TATA-less	TAF1-enriched	480998	481029	Verified
YBR121C	chrII	-	#N/A	#N/A	481364	483367	1	481364	483367	2003	TATA-less	TAF1-enriched	483481	483535	Verified
YBR121C-A	chrII	-	481250	483023	482326	482484	1	482326	482484	158	#N/A	#N/A	#N/A	#N/A	Dubious
YBR122C	chrII	-	483768	484536	483970	484503	1	483970	484503	533	TATA-less	TAF1-enriched	484547	484578	Verified
YBR123C	chrII	-	484704	486754	484742	486691	1	484742	486691	1949	TATA-less	TAF1-enriched	486776	486799	Verified
YBR124W	chrII	+	#N/A	#N/A	486507	486866	1	486507	486866	359	#N/A	#N/A	#N/A	#N/A	Dubious
YBR125C	chrII	-	487061	488576	487199	488380	1	487199	488380	1181	TATA-containing	TAF1-depleted	488736	488802	Verified
YBR126C	chrII	-	488774	490499	488905	490392	1	488905	490392	1487	TATA-containing	TAF1-depleted	490512	490561	Verified
YBR126W-A	chrII	+	#N/A	#N/A	490850	491056	1	490850	491056	206	TATA-less	TAF1-enriched	490755	490750	Uncharacterized
YBR126W-B	chrII	+	490893	491201	490927	491070	1	490927	491070	143	#N/A	#N/A	#N/A	#N/A	Dubious
YBR127C	chrII	-	491103	492886	491269	492822	1	491269	492822	1553	TATA-less	TAF1-enriched	492877	492892	Verified
YBR128C	chrII	-	493007	494168	493081	494115	1	493081	494115	1034	#N/A	#N/A	#N/A	#N/A	Verified
YBR129C	chrII	-	494268	495374	494353	495339	1	494353	495339	986	TATA-less	TAF1-enriched	495402	0	Verified
YBR130C	chrII	-	495479	496929	495592	496869	1	495592	496869	1277	TATA-less	TAF1-enriched	496935	0	Verified
YBR131W	chrII	+	497119	499352	497163	499277	1	497163	499277	2114	TATA-less	TAF1-enriched	497162	497143	Verified
YBR131C-A	chrII	-	#N/A	#N/A	497650	497739	1	497650	497739	89	#N/A	#N/A	#N/A	#N/A	Dubious
YBR132C	chrII	-	499349	501606	499652	501442	1	499652	501442	1790	TATA-containing	TAF1-depleted	501629	501678	Verified
YBR133C	chrII	-	501760	504446	501804	504287	1	501804	504287	2483	TATA-containing	TAF1-enriched	504425	504499	Verified
YBR134W	chrII	+	#N/A	#N/A	504243	504644	1	504243	504644	401	#N/A	#N/A	#N/A	#N/A	Dubious
YBR135W	chrII	+	504760	505412	504854	505306	1	504854	505306	452	TATA-containing	TAF1-enriched	504725	504652	Verified
YBR136W	chrII	+	#N/A	#N/A	505668	512774	1	505668	512774	7106	TATA-less	TAF1-enriched	505593	505556	Verified
YBR137W	chrII	+	512982	513718	513044	513583	1	513044	513583	539	TATA-less	TAF1-depleted	512955	512911	Verified
YBR138C	chrII	-	513613	515397	513762	515336	1	513762	515336	1574	TATA-less	TAF1-enriched	515405	515439	Uncharacterized
YBR139W	chrII	+	515659	517360	515664	517190	1	515664	517190	1526	TATA-containing	TAF1-depleted	515609	515589	Verified
YBR140C	chrII	-	#N/A	#N/A	517350	526628	1	517350	526628	9278	#N/A	#N/A	#N/A	#N/A	Verified
YBR141C	chrII	-	526885	528077	527025	528038	1	527025	528038	1013	#N/A	#N/A	#N/A	#N/A	Verified
YBR141W-A	chrII	+	527150	527742	527167	527262	1	527167	527262	95	TATA-less	TAF1-enriched	526932	526895	Dubious
YBR142W	chrII	+	528234	530761	528317	530638	1	528317	530638	2321	TATA-less	TAF1-enriched	528238	528218	Verified
YBR143C	chrII	-	530730	532210	530869	532182	1	530869	532182	1313	TATA-less	TAF1-enriched	532244	532283	Verified
YBR144C	chrII	-	#N/A	#N/A	533235	533549	1	533235	533549	314	#N/A	#N/A	#N/A	#N/A	Dubious
YBR145W	chrII	+	533721	534918	533762	534817	1	533762	534817	1055	TATA-containing	TAF1-depleted	533669	533639	Verified
YBR146W	chrII	+	535197	536318	535260	536096	1	535260	536096	836	TATA-less	TAF1-enriched	535175	535095	Verified
YBR147W	chrII	+	536462	537481	536575	537465	1	536575	537465	890	#N/A	#N/A	#N/A	#N/A	Verified
YBR148W	chrII	+	537693	539787	537876	539705	1	537876	539705	1829	#N/A	#N/A	#N/A	#N/A	Verified
YBR149W	chrII	+	539949	541116	539987	541021	1	539987	541021	1034	TATA-containing	TAF1-depleted	539889	539860	Verified
YBR150C	chrII	-	541119	544517	541209	544493	1	541209	544493	3284	TATA-less	TAF1-enriched	544539	544562	Verified
YBR151W	chrII	+	544882	546108	545028	545978	1	545028	545978	950	TATA-less	TAF1-enriched	544880	544851	Verified
YBR152W	chrII	+	546308	547927	546376	547251	1	546376	547251	875	TATA-less	TAF1-enriched	546280	546258	Verified
YBR153W	chrII	+	547405	548411	547460	548194	1	547460	548194	734	TATA-less	TAF1-enriched	547367	547338	Verified
YBR154C	chrII	-	548266	549100	548362	549009	1	548362	549009	647	TATA-containing	TAF1-depleted	549130	549155	Verified
YBR155W	chrII	+	549695	551006	549771	550928	1	549771	550928	1157	#N/A	#N/A	#N/A	#N/A	Verified
YBR156C	chrII	-	550927	553237	551104	553200	1	551104	553200	2096	TATA-less	TAF1-enriched	553276	553304	Verified
YBR157C	chrII	-	553414	555160	553543	554310	1	553543	554310	767	TATA-containing	TAF1-depleted	554406	554441	Verified
YBR158W	chrII	+	556286	558353	556549	558198	1	556549	558198	1649	TATA-containing	TAF1-depleted	556268	556210	Verified
YBR159W	chrII	+	558632	559894	558685	559728	1	558685	559728	1043	TATA-less	TAF1-enriched	558607	558581	Verified
YBR160W	chrII	+	560000	561068	560078	560974	1	560078	560974	896	TATA-less	TAF1-enriched	559951	559885	Verified
YBR161W	chrII	+	561567	562902	561634	562764	1	561634	562764	1130	TATA-less	TAF1-enriched	561350	561373	Verified
YBR162C	chrII	-	563053	564706	563203	564570	1	563203	564570	1367	TATA-less	TAF1-depleted	564892	564925	Verified
YBR162W-A	chrII	+	565196	565513	565231	565428	1	565231	565428	197	TATA-less	TAF1-enriched	565188	565146	Verified
YBR163W	chrII	+	565621	567533	565723	567480	1	565723	567480	1757	TATA-less	TAF1-enriched	565661	565646	Verified
YBR164C	chrII	-	567773	568545	567875	568426	1	567875	568426	551	TATA-containing	TAF1-depleted	568553	568599	Verified
