	Chr	ORF	TSS	Strand	TTS	+1 nucleosome
596	chrIV	YDL149W	184880	+	188018	184920
597	chrIV	YDL148C	190616	-	187950	190604
598	chrIV	YDL147W	190873	+	192407	190913
599	chrIV	YDL146W	192567	+	194284	192595
600	chrIV	YDL145C	198431	-	194409	198404
601	chrIV	YDL143W	199961	+	201680	200005
602	chrIV	YDL142C	202634	-	201592	202575
603	chrIV	YDL141W	202800	+	205374	202841
604	chrIV	YDL140C	211104	-	205239	211069
605	chrIV	YDL139C	212077	-	211232	212011
606	chrIV	YDL138W	213175	+	215718	213120
607	chrIV	YDL137W	216037	+	217226	216076
608	chrIV	YDL136W	217535	+	218455	217613
609	chrIV	YDL135C	219333	-	218590	219324
610	chrIV	YDL134C	221283	-	219555	221229
611	chrIV	YDL133C-A	221819	-	221523	221763
612	chrIV	YDL132W	223990	+	226913	224081
613	chrIV	YDL131W	227357	+	228817	227298
614	chrIV	YDL130W-A	229095	+	229589	229184
615	chrIV	YDL130W	229870	+	230620	229858
616	chrIV	YDL128W	232591	+	234060	232620
617	chrIV	YDL127W	234856	+	236020	234751
618	chrIV	YDL126C	238714	-	236081	238665
619	chrIV	YDL125C	239598	-	238906	239582
620	chrIV	YDL124W	240214	+	241269	240239
621	chrIV	YDL123W	241405	+	241840	241433
622	chrIV	YDL122W	242552	+	245042	242354
623	chrIV	YDL120W	245843	+	246601	245872
624	chrIV	YDL117W	248260	+	251372	248233
625	chrIV	YDL116W	251499	+	253845	251556
626	chrIV	YDL115C	255168	-	253903	255119
627	chrIV	YDL113C	258641	-	256537	258586
628	chrIV	YDL112W	258835	+	263334	258877
629	chrIV	YDL111C	264171	-	263268	264134
630	chrIV	YDL110C	265021	-	264408	264959
631	chrIV	YDL108W	267675	+	268785	267734
632	chrIV	YDL107W	268900	+	270126	268922
633	chrIV	YDL106C	271965	-	270094	271914
634	chrIV	YDL105W	272348	+	273756	272423
635	chrIV	YDL104C	274897	-	273569	274860
636	chrIV	YDL103C	276654	-	275055	276571
637	chrIV	YDL102W	276780	+	280288	276835
638	chrIV	YDL101C	281909	-	280198	281857
639	chrIV	YDL100C	283212	-	282036	283149
640	chrIV	YDL099W	283399	+	284532	283419
641	chrIV	YDL098C	285166	-	284443	285135
642	chrIV	YDL097C	286727	-	285293	286670
643	chrIV	YDL095W	286979	+	289607	287064
644	chrIV	YDL093W	289884	+	292420	289881
645	chrIV	YDL092W	292758	+	293357	292802
646	chrIV	YDL091C	294855	-	293298	294790
647	chrIV	YDL090C	296315	-	294961	296320
648	chrIV	YDL089W	296494	+	298382	296582
649	chrIV	YDL088C	300131	-	298263	300099
650	chrIV	YDL087C	301015	-	300052	300976
651	chrIV	YDL085W	303211	+	305191	303155
652	chrIV	YDL084W	305121	+	306664	305121
653	chrIV	YDL083C	307819	-	306796	307810
654	chrIV	YDL082W	308352	+	309530	308424
655	chrIV	YDL081C	310188	-	309694	310138
656	chrIV	YDL080C	312680	-	310474	312636
657	chrIV	YDL079C	314982	-	312823	314957
658	chrIV	YDL078C	316460	-	315273	316395
659	chrIV	YDL077C	320290	-	316856	320221
660	chrIV	YDL076C	321675	-	320409	321642
661	chrIV	YDL075W	322195	+	323055	322210
662	chrIV	YDL074C	326221	-	323953	326157
663	chrIV	YDL072C	330518	-	329748	330439
664	chrIV	YDL070W	330992	+	333097	331107
665	chrIV	YDL069C	333642	-	333003	333896
666	chrIV	YDL067C	334442	-	333983	334375
667	chrIV	YDL066W	334818	+	336219	334857
668	chrIV	YDL065C	337318	-	336217	337258
669	chrIV	YDL064W	337447	+	338170	337501
670	chrIV	YDL063C	340202	-	338128	340208
671	chrIV	YDL061C	341215	-	340461	341208
672	chrIV	YDL060W	341599	+	344124	341605
673	chrIV	YDL059C	345066	-	343972	345021
674	chrIV	YDL058W	345585	+	351190	345651
675	chrIV	YDL056W	352762	+	355453	352822
676	chrIV	YDL055C	356908	-	355431	357038
677	chrIV	YDL054C	361371	-	359742	361304
678	chrIV	YDL053C	362454	-	361509	362393
679	chrIV	YDL052C	363619	-	362582	363588
680	chrIV	YDL051W	363910	+	364891	363955
681	chrIV	YDL049C	366051	-	365068	366052
682	chrIV	YDL048C	368211	-	366660	368270
683	chrIV	YDL047W	369566	+	371028	369645
684	chrIV	YDL046W	371173	+	372038	371221
685	chrIV	YDL045W-A	372204	+	372656	372259
686	chrIV	YDL045C	373744	-	372561	373716
687	chrIV	YDL044C	375294	-	373887	375277
688	chrIV	YDL043C	376533	-	375607	376465
689	chrIV	YDL042C	378505	-	376643	378455
690	chrIV	YDL040C	381465	-	378762	381454
691	chrIV	YDL039C	384081	-	381871	384147
692	chrIV	YDL037C	385765	-	384601	385929
693	chrIV	YDL036C	388881	-	387376	388845
694	chrIV	YDL035C	392341	-	389037	392280
695	chrIV	YDL033C	393959	-	392406	393910
696	chrIV	YDL031W	394164	+	397292	394200
697	chrIV	YDL030W	397458	+	399220	397496
698	chrIV	YDL029W	399312	+	400761	399373
699	chrIV	YDL028C	403415	-	400832	403395
700	chrIV	YDL025C	407416	-	405151	407346
701	chrIV	YDL024C	409857	-	408109	410236
702	chrIV	YDL022W	411760	+	413156	411733
703	chrIV	YDL021W	413918	+	415124	413434
704	chrIV	YDL020C	416952	-	415067	416750
705	chrIV	YDL019C	421724	-	417580	421676
706	chrIV	YDL018C	423570	-	422565	423536
707	chrIV	YDL017W	424186	+	425846	424194
708	chrIV	YDL015C	426980	-	425758	426933
709	chrIV	YDL014W	427221	+	428562	427269
710	chrIV	YDL013W	428930	+	431024	428960
711	chrIV	YDL012C	431534	-	430944	431479
712	chrIV	YDL010W	432297	+	433312	432324
713	chrIV	YDL008W	433497	+	434093	433547
714	chrIV	YDL007W	438009	+	439422	438056
715	chrIV	YDL006W	439561	+	440858	439633
716	chrIV	YDL005C	442349	-	440769	442284
717	chrIV	YDL004W	442986	+	443709	443018
718	chrIV	YDL003W	444585	+	446490	444525
719	chrIV	YDL002C	447648	-	446684	447620
720	chrIV	YDL001W	447926	+	449392	447964
721	chrIV	YDR001C	452544	-	450146	452644
722	chrIV	YDR002W	452990	+	453834	453087
723	chrIV	YDR003W	454004	+	455073	454124
724	chrIV	YDR004W	455240	+	456743	455254
725	chrIV	YDR005C	458220	-	456669	458190
726	chrIV	YDR006C	461398	-	458455	461331
727	chrIV	YDR007W	461808	+	462611	461873
728	chrIV	YDR011W	465598	+	470604	465961
729	chrIV	YDR012W	471821	+	473018	471857
730	chrIV	YDR013W	473141	+	473872	473215
731	chrIV	YDR014W	474054	+	476346	474033
732	chrIV	YDR014W-A	477791	+	478431	477826
733	chrIV	YDR016C	478791	-	478369	478735
734	chrIV	YDR017C	482281	-	478945	482342
735	chrIV	YDR019C	485369	-	483986	485395
736	chrIV	YDR021W	486697	+	488061	486753
737	chrIV	YDR022C	488690	-	487961	488652
738	chrIV	YDR023W	489474	+	491029	489517
739	chrIV	YDR025W	491501	+	492421	491501
740	chrIV	YDR026C	494411	-	492505	494373
741	chrIV	YDR027C	497435	-	494576	497381
742	chrIV	YDR028C	501359	-	497557	501311
743	chrIV	YDR030C	503281	-	501706	503256
744	chrIV	YDR031W	503491	+	504011	503518
745	chrIV	YDR032C	504764	-	503946	504826
746	chrIV	YDR033W	507901	+	509447	507678
747	chrIV	YDR034C	512248	-	509664	512201
748	chrIV	YDR035W	521787	+	523076	521742
749	chrIV	YDR036C	524766	-	523082	524731
750	chrIV	YDR037W	525410	+	527281	525406
751	chrIV	YDR038C	530804	-	527279	530778
752	chrIV	YDR039C	534678	-	531188	534663
753	chrIV	YDR040C	538912	-	535066	538846
754	chrIV	YDR041W	539795	+	540586	539848
755	chrIV	YDR043C	543571	-	542551	543570
756	chrIV	YDR044W	546492	+	547777	546700
757	chrIV	YDR045C	548465	-	547758	548426
758	chrIV	YDR046C	550666	-	548671	550638
759	chrIV	YDR047W	551736	+	553024	551747
760	chrIV	YDR050C	556502	-	555638	556439
761	chrIV	YDR051C	558106	-	556999	558052
762	chrIV	YDR052C	560780	-	558270	560711
763	chrIV	YDR054C	562501	-	561082	562440
764	chrIV	YDR055W	563466	+	565002	563241
765	chrIV	YDR057W	565890	+	567695	565938
766	chrIV	YDR058C	568742	-	567591	568722
767	chrIV	YDR059C	569836	-	569136	569786
768	chrIV	YDR060W	570558	+	573814	570611
769	chrIV	YDR062W	576096	+	578446	576144
770	chrIV	YDR063W	578524	+	579213	578616
771	chrIV	YDR064W	579425	+	580530	579471
772	chrIV	YDR065W	580687	+	581784	580640
773	chrIV	YDR068W	583665	+	584708	583728
774	chrIV	YDR069C	587809	-	584631	587729
775	chrIV	YDR071C	589465	-	588742	589467
776	chrIV	YDR072C	591470	-	589671	591435
777	chrIV	YDR073W	592369	+	593210	592405
778	chrIV	YDR074W	593672	+	596845	593695
779	chrIV	YDR075W	596982	+	598245	597042
780	chrIV	YDR076W	598430	+	599688	598481
781	chrIV	YDR078C	602886	-	602099	602846
782	chrIV	YDR079W	603032	+	603519	603108
783	chrIV	YDR079C-A	603845	-	603381	603798
784	chrIV	YDR080W	603971	+	607166	604024
785	chrIV	YDR081C	610168	-	607276	610118
786	chrIV	YDR082W	610349	+	612063	610397
787	chrIV	YDR083W	612051	+	613339	612077
788	chrIV	YDR084C	614030	-	613279	614012
789	chrIV	YDR086C	617263	-	616738	617172
790	chrIV	YDR087C	618335	-	617377	618315
791	chrIV	YDR088C	619824	-	618308	619778
792	chrIV	YDR091C	628591	-	626366	628549
793	chrIV	YDR092W	629852	+	630699	629860
794	chrIV	YDR093W	631020	+	636180	631049
795	chrIV	YDR096W	636841	+	640135	636910
796	chrIV	YDR097C	643875	-	640048	643895
797	chrIV	YDR098C	644968	-	644129	644952
798	chrIV	YDR099W	652718	+	654650	653357
799	chrIV	YDR100W	654987	+	655570	655049
800	chrIV	YDR101C	657494	-	655567	657449
801	chrIV	YDR103W	657716	+	661149	657816
802	chrIV	YDR104C	664959	-	661141	664899
803	chrIV	YDR105C	666821	-	665278	666769
804	chrIV	YDR106W	666986	+	667905	667018
805	chrIV	YDR107C	671049	-	668826	671016
806	chrIV	YDR108W	671233	+	673454	671260
807	chrIV	YDR110W	676064	+	678007	676107
808	chrIV	YDR113C	681719	-	680422	681653
809	chrIV	YDR116C	683588	-	682602	683540
810	chrIV	YDR117C	685668	-	683901	685619
811	chrIV	YDR118W	685844	+	688170	685891
812	chrIV	YDR120C	693234	-	691340	693213
813	chrIV	YDR121W	693450	+	694283	693501
814	chrIV	YDR122W	694412	+	698045	694440
815	chrIV	YDR123C	699538	-	698554	699497
816	chrIV	YDR125C	702877	-	701397	702845
817	chrIV	YDR126W	703229	+	704494	703274
818	chrIV	YDR127W	704414	+	709368	704442
819	chrIV	YDR128W	709515	+	713125	709533
820	chrIV	YDR129C	715452	-	713194	715330
821	chrIV	YDR130C	716650	-	715665	716620
822	chrIV	YDR135C	727606	-	722914	727578
823	chrIV	YDR137W	728174	+	730407	728223
824	chrIV	YDR138W	730565	+	732836	730601
825	chrIV	YDR139C	733950	-	733447	733902
826	chrIV	YDR140W	734124	+	734909	734171
827	chrIV	YDR141C	740045	-	734689	739995
828	chrIV	YDR142C	741777	-	740407	741704
829	chrIV	YDR143C	744020	-	741848	743970
830	chrIV	YDR144C	746241	-	744228	746214
831	chrIV	YDR145W	746672	+	748556	746720
832	chrIV	YDR146C	750906	-	748451	750919
833	chrIV	YDR147W	751199	+	753270	751610
834	chrIV	YDR148C	755319	-	753535	755070
835	chrIV	YDR150W	755566	+	763923	755522
836	chrIV	YDR151C	765332	-	763980	765263
837	chrIV	YDR152W	765639	+	766614	765701
838	chrIV	YDR153C	768122	-	766614	768091
839	chrIV	YDR155C	769032	-	768405	768961
840	chrIV	YDR156W	769475	+	770054	769547
841	chrIV	YDR158W	770322	+	771577	770358
842	chrIV	YDR159W	771787	+	775823	771841
843	chrIV	YDR160W	775985	+	778803	776033
844	chrIV	YDR162C	781232	-	780179	781199
845	chrIV	YDR163W	781350	+	782055	781433
846	chrIV	YDR164C	784267	-	781930	784228
847	chrIV	YDR165W	784834	+	786269	784872
848	chrIV	YDR166C	789294	-	786209	789221
849	chrIV	YDR167W	789420	+	790188	789471
850	chrIV	YDR168W	790288	+	791954	790330
851	chrIV	YDR169C	794255	-	792104	794211
852	chrIV	YDR170C	802409	-	795995	802393
853	chrIV	YDR171W	806535	+	807812	806503
854	chrIV	YDR172W	808280	+	810557	808312
855	chrIV	YDR173C	811677	-	810448	811630
856	chrIV	YDR174W	812087	+	813022	812120
857	chrIV	YDR175C	814207	-	813077	814155
858	chrIV	YDR176W	814423	+	816612	814458
859	chrIV	YDR177W	816780	+	817667	816818
860	chrIV	YDR178W	817848	+	818698	817884
861	chrIV	YDR179C	819225	-	818585	819167
862	chrIV	YDR180W	821152	+	825827	821203
863	chrIV	YDR181C	827414	-	825768	827331
864	chrIV	YDR182W	827532	+	829170	827609
865	chrIV	YDR183W	829530	+	830490	829614
866	chrIV	YDR184C	831542	-	830391	831528
867	chrIV	YDR185C	832579	-	831729	832532
868	chrIV	YDR186C	835684	-	832742	835497
869	chrIV	YDR188W	836367	+	838224	836402
870	chrIV	YDR189W	838350	+	840503	838393
871	chrIV	YDR190C	842054	-	840527	842005
872	chrIV	YDR191W	842299	+	843558	842329
873	chrIV	YDR192C	844940	-	843477	844876
874	chrIV	YDR194C	847969	-	845800	847920
875	chrIV	YDR195W	848364	+	850279	848414
876	chrIV	YDR196C	850999	-	850184	850970
877	chrIV	YDR197W	851195	+	852504	851226
878	chrIV	YDR198C	853998	-	852396	853960
879	chrIV	YDR200C	856158	-	854147	856114
880	chrIV	YDR201W	856288	+	857039	856358
881	chrIV	YDR202C	857984	-	856764	857927
882	chrIV	YDR204W	858129	+	859276	858175
883	chrIV	YDR205W	859345	+	861593	859358
884	chrIV	YDR206W	861774	+	864938	861768
885	chrIV	YDR207C	867611	-	864819	867535
886	chrIV	YDR208W	868100	+	870697	868152
887	chrIV	YDR211W	884672	+	887058	884720
888	chrIV	YDR212W	887148	+	888994	887214
889	chrIV	YDR213W	889532	+	892714	889552
890	chrIV	YDR214W	892743	+	894019	892910
891	chrIV	YDR216W	894536	+	899006	894419
892	chrIV	YDR217C	903537	-	899476	903462
893	chrIV	YDR218C	905062	-	903781	905047
894	chrIV	YDR219C	907076	-	905255	907060
895	chrIV	YDR221W	907330	+	909608	907329
896	chrIV	YDR223W	911653	+	913502	911715
897	chrIV	YDR224C	914746	-	914190	914799
898	chrIV	YDR225W	915458	+	916087	915462
899	chrIV	YDR226W	916463	+	917281	916472
900	chrIV	YDR227W	917458	+	921813	917497
901	chrIV	YDR228C	923883	-	921859	923857
902	chrIV	YDR229W	924692	+	926200	924744
903	chrIV	YDR231C	926940	-	926186	926871
904	chrIV	YDR232W	927219	+	929273	927224
905	chrIV	YDR233C	930396	-	929324	930313
906	chrIV	YDR234W	930991	+	933326	930971
907	chrIV	YDR235W	933504	+	935202	933542
908	chrIV	YDR236C	935917	-	935127	935901
909	chrIV	YDR237W	936473	+	937619	936536
910	chrIV	YDR238C	940849	-	937699	940803
911	chrIV	YDR239C	943429	-	940998	943412
912	chrIV	YDR240C	945172	-	943615	945131
913	chrIV	YDR242W	946711	+	948456	946737
914	chrIV	YDR243C	950316	-	948495	950268
915	chrIV	YDR244W	950538	+	952595	950567
916	chrIV	YDR245W	952737	+	954136	952750
917	chrIV	YDR246W	954253	+	955115	954324
918	chrIV	YDR247W	955644	+	957744	956074
919	chrIV	YDR251W	960308	+	963281	960359
920	chrIV	YDR252W	963410	+	963861	963445
921	chrIV	YDR253C	964320	-	963945	964764
922	chrIV	YDR254W	965041	+	966517	965090
923	chrIV	YDR255C	967859	-	966298	967814
924	chrIV	YDR256C	969680	-	968133	969770
925	chrIV	YDR257C	971478	-	969686	971428
926	chrIV	YDR258C	974316	-	971702	974281
927	chrIV	YDR259C	976003	-	974494	976109
928	chrIV	YDR260C	977258	-	976377	977207
929	chrIV	YDR261C	979262	-	977407	979227
930	chrIV	YDR263C	995534	-	994093	995636
931	chrIV	YDR264C	998420	-	995832	998379
932	chrIV	YDR265W	998608	+	1000064	998670
933	chrIV	YDR266C	1002225	-	999964	1002193
934	chrIV	YDR267C	1003562	-	1002305	1003520
935	chrIV	YDR268W	1003965	+	1005256	1004006
936	chrIV	YDR270W	1005601	+	1009004	1005579
937	chrIV	YDR272W	1008953	+	1009887	1008971
938	chrIV	YDR273W	1010133	+	1011375	1010125
939	chrIV	YDR275W	1012233	+	1013253	1012340
940	chrIV	YDR276C	1013718	-	1013260	1013607
941	chrIV	YDR277C	1015702	-	1014210	1016040
942	chrIV	YDR279W	1019301	+	1020455	1019341
943	chrIV	YDR280W	1020617	+	1021768	1020667
944	chrIV	YDR281C	1022376	-	1021840	1022384
945	chrIV	YDR283C	1030268	-	1024879	1030258
946	chrIV	YDR284C	1031700	-	1030463	1031681
947	chrIV	YDR285W	1031954	+	1035216	1032337
948	chrIV	YDR287W	1035963	+	1037229	1036006
949	chrIV	YDR288W	1037149	+	1038265	1037204
950	chrIV	YDR289C	1039564	-	1038073	1039491
951	chrIV	YDR292C	1045138	-	1043067	1045108
952	chrIV	YDR293C	1049446	-	1045319	1049448
953	chrIV	YDR294C	1052297	-	1050408	1052243
954	chrIV	YDR295C	1054910	-	1052542	1054911
955	chrIV	YDR296W	1055157	+	1055979	1055234
956	chrIV	YDR297W	1056515	+	1057770	1056414
957	chrIV	YDR298C	1058975	-	1057999	1058916
958	chrIV	YDR299W	1059592	+	1061322	1059617
959	chrIV	YDR300C	1062866	-	1061395	1062805
960	chrIV	YDR301W	1063277	+	1067559	1063316
961	chrIV	YDR302W	1067669	+	1068463	1067739
962	chrIV	YDR303C	1071678	-	1068614	1071704
963	chrIV	YDR304C	1072586	-	1071806	1072559
964	chrIV	YDR305C	1073462	-	1072681	1073404
965	chrIV	YDR308C	1078490	-	1077919	1078442
966	chrIV	YDR309C	1080249	-	1078684	1080289
967	chrIV	YDR310C	1084594	-	1080940	1084544
968	chrIV	YDR311W	1085067	+	1087095	1085092
969	chrIV	YDR312W	1087549	+	1089124	1087575
970	chrIV	YDR313C	1090167	-	1089041	1090092
971	chrIV	YDR314C	1092546	-	1090168	1092528
972	chrIV	YDR315C	1093587	-	1092668	1093550
973	chrIV	YDR316W	1093759	+	1095257	1093809
974	chrIV	YDR317W	1102161	+	1103514	1102166
975	chrIV	YDR318W	1103686	+	1105057	1103781
976	chrIV	YDR320C	1108108	-	1106007	1108071
977	chrIV	YDR320C-A	1108498	-	1108201	1108451
978	chrIV	YDR321W	1108671	+	1109998	1108714
979	chrIV	YDR322W	1110578	+	1111786	1110603
980	chrIV	YDR322C-A	1112337	-	1111797	1112270
981	chrIV	YDR323C	1114057	-	1112299	1114021
982	chrIV	YDR324C	1116703	-	1114253	1116668
983	chrIV	YDR325W	1117109	+	1120297	1117159
984	chrIV	YDR326C	1125113	-	1120465	1125053
985	chrIV	YDR328C	1126056	-	1125232	1126019
986	chrIV	YDR329C	1127617	-	1126205	1127573
987	chrIV	YDR330W	1127800	+	1129566	1127842
988	chrIV	YDR331W	1129549	+	1130894	1129611
989	chrIV	YDR332W	1130976	+	1133143	1131026
990	chrIV	YDR334W	1135692	+	1140592	1135818
991	chrIV	YDR335W	1140811	+	1144932	1140851
992	chrIV	YDR337W	1146270	+	1147245	1146310
993	chrIV	YDR339C	1150531	-	1149872	1150487
994	chrIV	YDR341C	1153662	-	1151639	1153617
995	chrIV	YDR342C	1156014	-	1154081	1156137
996	chrIV	YDR343C	1161320	-	1159464	1161288
997	chrIV	YDR345C	1164692	-	1162813	1164825
998	chrIV	YDR346C	1168816	-	1166938	1168773
999	chrIV	YDR347W	1169114	+	1170260	1169123
1000	chrIV	YDR349C	1174258	-	1172217	1174240
1001	chrIV	YDR350C	1178202	-	1176032	1178176
1002	chrIV	YDR351W	1178445	+	1181409	1178468
1003	chrIV	YDR353W	1183251	+	1184337	1183255
1004	chrIV	YDR354W	1184621	+	1185958	1184691
1005	chrIV	YDR356W	1186037	+	1189268	1186124
1006	chrIV	YDR358W	1190007	+	1191893	1190072
1007	chrIV	YDR359C	1194879	-	1191753	1194855
1008	chrIV	YDR361C	1196297	-	1195161	1196261
1009	chrIV	YDR362C	1198807	-	1196628	1198783
1010	chrIV	YDR363W	1199034	+	1200721	1199057
1011	chrIV	YDR363W-A	1202112	+	1202650	1202141
1012	chrIV	YDR364C	1204243	-	1202569	1204157
1013	chrIV	YDR365C	1206453	-	1204410	1206402
1014	chrIV	YDR367W	1212768	+	1213675	1212848
1015	chrIV	YDR368W	1213853	+	1215004	1213904
1016	chrIV	YDR369C	1217603	-	1214910	1217566
1017	chrIV	YDR372C	1222412	-	1220967	1222390
1018	chrIV	YDR373W	1222646	+	1223457	1222719
1019	chrIV	YDR375C	1226536	-	1225094	1226517
1020	chrIV	YDR376W	1226812	+	1228371	1226775
1021	chrIV	YDR377W	1228516	+	1229189	1228573
1022	chrIV	YDR378C	1229627	-	1229185	1229565
1023	chrIV	YDR379W	1230033	+	1233279	1230096
1024	chrIV	YDR379C-A	1233547	-	1233144	1233476
1025	chrIV	YDR380W	1234113	+	1236250	1234077
1026	chrIV	YDR381W	1236461	+	1238196	1236548
1027	chrIV	YDR381C-A	1239081	-	1238203	1238808
1028	chrIV	YDR382W	1239411	+	1239969	1239442
1029	chrIV	YDR383C	1240698	-	1239898	1240623
1030	chrIV	YDR384C	1242116	-	1241043	1242124
1031	chrIV	YDR385W	1243184	+	1245910	1243208
1032	chrIV	YDR386W	1246076	+	1248091	1246131
1033	chrIV	YDR388W	1250160	+	1251755	1250179
1034	chrIV	YDR389W	1252015	+	1254756	1252076
1035	chrIV	YDR390C	1256876	-	1254852	1256830
1036	chrIV	YDR392W	1258626	+	1259839	1258690
1037	chrIV	YDR393W	1259901	+	1261437	1259868
1038	chrIV	YDR394W	1261577	+	1263062	1261632
1039	chrIV	YDR395W	1263202	+	1266251	1263246
1040	chrIV	YDR397C	1266948	-	1266195	1266866
1041	chrIV	YDR398W	1267435	+	1269508	1267462
1042	chrIV	YDR399W	1269999	+	1270846	1269949
1043	chrIV	YDR400W	1271043	+	1272254	1271065
1044	chrIV	YDR402C	1273703	-	1272191	1273904
1045	chrIV	YDR403W	1274602	+	1276442	1274184
1046	chrIV	YDR404C	1277361	-	1276506	1277313
1047	chrIV	YDR405W	1277593	+	1278578	1277638
1048	chrIV	YDR406W	1279089	+	1283913	1279023
1049	chrIV	YDR407C	1288018	-	1284000	1287987
1050	chrIV	YDR408C	1288920	-	1288045	1288881
1051	chrIV	YDR409W	1289367	+	1292452	1289420
1052	chrIV	YDR410C	1293154	-	1292300	1293117
1053	chrIV	YDR411C	1294416	-	1293305	1294393
1054	chrIV	YDR412W	1294644	+	1295551	1294687
1055	chrIV	YDR414C	1296863	-	1295440	1296808
1056	chrIV	YDR416W	1298336	+	1301043	1298403
1057	chrIV	YDR418W	1301590	+	1302214	1301629
1058	chrIV	YDR419W	1303168	+	1305429	1303217
1059	chrIV	YDR420W	1306000	+	1311862	1306043
1060	chrIV	YDR421W	1311950	+	1315162	1312018
1061	chrIV	YDR422C	1317829	-	1315270	1317832
1062	chrIV	YDR423C	1319247	-	1317977	1319200
1063	chrIV	YDR424C	1319867	-	1319344	1319816
1064	chrIV	YDR425W	1320014	+	1321941	1320055
1065	chrIV	YDR427W	1322173	+	1323468	1322231
1066	chrIV	YDR428C	1324267	-	1323347	1324209
1067	chrIV	YDR429C	1325319	-	1324352	1325269
1068	chrIV	YDR430C	1328527	-	1325450	1328508
1069	chrIV	YDR432W	1328755	+	1330135	1328824
