	Chr	ORF	TSS	Strand	TTS	+2 nucleosome
596	chrIV	YDL149W	184880	+	188018	185100
597	chrIV	YDL148C	190616	-	187950	190423
598	chrIV	YDL147W	190873	+	192407	191084
599	chrIV	YDL146W	192567	+	194284	192775
600	chrIV	YDL145C	198431	-	194409	198231
601	chrIV	YDL143W	199961	+	201680	200163
602	chrIV	YDL142C	202634	-	201592	202397
603	chrIV	YDL141W	202800	+	205374	202990
604	chrIV	YDL140C	211104	-	205239	210919
605	chrIV	YDL139C	212077	-	211232	211862
606	chrIV	YDL138W	213175	+	215718	213304
607	chrIV	YDL137W	216037	+	217226	216233
608	chrIV	YDL136W	217535	+	218455	217763
609	chrIV	YDL135C	219333	-	218590	219139
610	chrIV	YDL134C	221283	-	219555	221047
611	chrIV	YDL133C-A	221819	-	221523	221611
612	chrIV	YDL132W	223990	+	226913	224230
613	chrIV	YDL131W	227357	+	228817	227457
614	chrIV	YDL130W-A	229095	+	229589	229332
615	chrIV	YDL130W	229870	+	230620	230037
616	chrIV	YDL128W	232591	+	234060	232770
617	chrIV	YDL127W	234856	+	236020	234921
618	chrIV	YDL126C	238714	-	236081	238511
619	chrIV	YDL125C	239598	-	238906	239403
620	chrIV	YDL124W	240214	+	241269	240428
621	chrIV	YDL123W	241405	+	241840	241606
622	chrIV	YDL122W	242552	+	245042	242507
623	chrIV	YDL120W	245843	+	246601	246053
624	chrIV	YDL117W	248260	+	251372	248393
625	chrIV	YDL116W	251499	+	253845	251738
626	chrIV	YDL115C	255168	-	253903	254962
627	chrIV	YDL113C	258641	-	256537	258400
628	chrIV	YDL112W	258835	+	263334	259048
629	chrIV	YDL111C	264171	-	263268	263950
630	chrIV	YDL110C	265021	-	264408	264802
631	chrIV	YDL108W	267675	+	268785	267887
632	chrIV	YDL107W	268900	+	270126	269087
633	chrIV	YDL106C	271965	-	270094	271740
634	chrIV	YDL105W	272348	+	273756	272584
635	chrIV	YDL104C	274897	-	273569	274671
636	chrIV	YDL103C	276654	-	275055	276410
637	chrIV	YDL102W	276780	+	280288	276981
638	chrIV	YDL101C	281909	-	280198	281715
639	chrIV	YDL100C	283212	-	282036	282987
640	chrIV	YDL099W	283399	+	284532	283592
641	chrIV	YDL098C	285166	-	284443	284948
642	chrIV	YDL097C	286727	-	285293	286529
643	chrIV	YDL095W	286979	+	289607	287235
644	chrIV	YDL093W	289884	+	292420	290045
645	chrIV	YDL092W	292758	+	293357	292987
646	chrIV	YDL091C	294855	-	293298	294638
647	chrIV	YDL090C	296315	-	294961	296156
648	chrIV	YDL089W	296494	+	298382	296735
649	chrIV	YDL088C	300131	-	298263	299932
650	chrIV	YDL087C	301015	-	300052	300812
651	chrIV	YDL085W	303211	+	305191	303311
652	chrIV	YDL084W	305121	+	306664	305292
653	chrIV	YDL083C	307819	-	306796	307625
654	chrIV	YDL082W	308352	+	309530	308602
655	chrIV	YDL081C	310188	-	309694	309978
656	chrIV	YDL080C	312680	-	310474	312450
657	chrIV	YDL079C	314982	-	312823	314804
658	chrIV	YDL078C	316460	-	315273	316212
659	chrIV	YDL077C	320290	-	316856	320050
660	chrIV	YDL076C	321675	-	320409	321466
661	chrIV	YDL075W	322195	+	323055	322395
662	chrIV	YDL074C	326221	-	323953	326000
663	chrIV	YDL072C	330518	-	329748	330250
664	chrIV	YDL070W	330992	+	333097	331248
665	chrIV	YDL069C	333642	-	333003	333724
666	chrIV	YDL067C	334442	-	333983	334218
667	chrIV	YDL066W	334818	+	336219	335032
668	chrIV	YDL065C	337318	-	336217	337081
669	chrIV	YDL064W	337447	+	338170	337673
670	chrIV	YDL063C	340202	-	338128	340062
671	chrIV	YDL061C	341215	-	340461	341045
672	chrIV	YDL060W	341599	+	344124	341783
673	chrIV	YDL059C	345066	-	343972	344860
674	chrIV	YDL058W	345585	+	351190	345828
675	chrIV	YDL056W	352762	+	355453	353009
676	chrIV	YDL055C	356908	-	355431	356897
677	chrIV	YDL054C	361371	-	359742	361155
678	chrIV	YDL053C	362454	-	361509	362233
679	chrIV	YDL052C	363619	-	362582	363432
680	chrIV	YDL051W	363910	+	364891	364096
681	chrIV	YDL049C	366051	-	365068	365880
682	chrIV	YDL048C	368211	-	366660	368096
683	chrIV	YDL047W	369566	+	371028	369835
684	chrIV	YDL046W	371173	+	372038	371391
685	chrIV	YDL045W-A	372204	+	372656	372431
686	chrIV	YDL045C	373744	-	372561	373542
687	chrIV	YDL044C	375294	-	373887	375094
688	chrIV	YDL043C	376533	-	375607	376303
689	chrIV	YDL042C	378505	-	376643	378271
690	chrIV	YDL040C	381465	-	378762	381286
691	chrIV	YDL039C	384081	-	381871	384005
692	chrIV	YDL037C	385765	-	384601	385742
693	chrIV	YDL036C	388881	-	387376	388673
694	chrIV	YDL035C	392341	-	389037	392129
695	chrIV	YDL033C	393959	-	392406	393733
696	chrIV	YDL031W	394164	+	397292	394366
697	chrIV	YDL030W	397458	+	399220	397667
698	chrIV	YDL029W	399312	+	400761	399537
699	chrIV	YDL028C	403415	-	400832	403220
700	chrIV	YDL025C	407416	-	405151	407183
701	chrIV	YDL024C	409857	-	408109	410070
702	chrIV	YDL022W	411760	+	413156	411899
703	chrIV	YDL021W	413918	+	415124	413596
704	chrIV	YDL020C	416952	-	415067	416607
705	chrIV	YDL019C	421724	-	417580	421521
706	chrIV	YDL018C	423570	-	422565	423348
707	chrIV	YDL017W	424186	+	425846	424343
708	chrIV	YDL015C	426980	-	425758	426761
709	chrIV	YDL014W	427221	+	428562	427434
710	chrIV	YDL013W	428930	+	431024	429147
711	chrIV	YDL012C	431534	-	430944	431327
712	chrIV	YDL010W	432297	+	433312	432506
713	chrIV	YDL008W	433497	+	434093	433722
714	chrIV	YDL007W	438009	+	439422	438229
715	chrIV	YDL006W	439561	+	440858	439788
716	chrIV	YDL005C	442349	-	440769	442126
717	chrIV	YDL004W	442986	+	443709	443196
718	chrIV	YDL003W	444585	+	446490	444696
719	chrIV	YDL002C	447648	-	446684	447469
720	chrIV	YDL001W	447926	+	449392	448124
721	chrIV	YDR001C	452544	-	450146	452501
722	chrIV	YDR002W	452990	+	453834	453232
723	chrIV	YDR003W	454004	+	455073	454286
724	chrIV	YDR004W	455240	+	456743	455435
725	chrIV	YDR005C	458220	-	456669	458026
726	chrIV	YDR006C	461398	-	458455	461158
727	chrIV	YDR007W	461808	+	462611	462047
728	chrIV	YDR011W	465598	+	470604	466133
729	chrIV	YDR012W	471821	+	473018	472024
730	chrIV	YDR013W	473141	+	473872	473358
731	chrIV	YDR014W	474054	+	476346	474204
732	chrIV	YDR014W-A	477791	+	478431	477971
733	chrIV	YDR016C	478791	-	478369	478564
734	chrIV	YDR017C	482281	-	478945	482168
735	chrIV	YDR019C	485369	-	483986	485240
736	chrIV	YDR021W	486697	+	488061	486919
737	chrIV	YDR022C	488690	-	487961	488479
738	chrIV	YDR023W	489474	+	491029	489673
739	chrIV	YDR025W	491501	+	492421	491672
740	chrIV	YDR026C	494411	-	492505	494199
741	chrIV	YDR027C	497435	-	494576	497204
742	chrIV	YDR028C	501359	-	497557	501150
743	chrIV	YDR030C	503281	-	501706	503102
744	chrIV	YDR031W	503491	+	504011	503697
745	chrIV	YDR032C	504764	-	503946	504644
746	chrIV	YDR033W	507901	+	509447	507837
747	chrIV	YDR034C	512248	-	509664	512058
748	chrIV	YDR035W	521787	+	523076	521915
749	chrIV	YDR036C	524766	-	523082	524574
750	chrIV	YDR037W	525410	+	527281	525594
751	chrIV	YDR038C	530804	-	527279	530593
752	chrIV	YDR039C	534678	-	531188	534488
753	chrIV	YDR040C	538912	-	535066	538688
754	chrIV	YDR041W	539795	+	540586	540027
755	chrIV	YDR043C	543571	-	542551	543389
756	chrIV	YDR044W	546492	+	547777	546852
757	chrIV	YDR045C	548465	-	547758	548266
758	chrIV	YDR046C	550666	-	548671	550458
759	chrIV	YDR047W	551736	+	553024	551931
760	chrIV	YDR050C	556502	-	555638	556284
761	chrIV	YDR051C	558106	-	556999	557877
762	chrIV	YDR052C	560780	-	558270	560532
763	chrIV	YDR054C	562501	-	561082	562254
764	chrIV	YDR055W	563466	+	565002	563425
765	chrIV	YDR057W	565890	+	567695	566104
766	chrIV	YDR058C	568742	-	567591	568535
767	chrIV	YDR059C	569836	-	569136	569639
768	chrIV	YDR060W	570558	+	573814	570797
769	chrIV	YDR062W	576096	+	578446	576285
770	chrIV	YDR063W	578524	+	579213	578779
771	chrIV	YDR064W	579425	+	580530	579620
772	chrIV	YDR065W	580687	+	581784	580829
773	chrIV	YDR068W	583665	+	584708	583890
774	chrIV	YDR069C	587809	-	584631	587575
775	chrIV	YDR071C	589465	-	588742	589281
776	chrIV	YDR072C	591470	-	589671	591283
777	chrIV	YDR073W	592369	+	593210	592562
778	chrIV	YDR074W	593672	+	596845	593876
779	chrIV	YDR075W	596982	+	598245	597216
780	chrIV	YDR076W	598430	+	599688	598635
781	chrIV	YDR078C	602886	-	602099	602668
782	chrIV	YDR079W	603032	+	603519	603268
783	chrIV	YDR079C-A	603845	-	603381	603630
784	chrIV	YDR080W	603971	+	607166	604189
785	chrIV	YDR081C	610168	-	607276	609955
786	chrIV	YDR082W	610349	+	612063	610574
787	chrIV	YDR083W	612051	+	613339	612258
788	chrIV	YDR084C	614030	-	613279	613848
789	chrIV	YDR086C	617263	-	616738	617023
790	chrIV	YDR087C	618335	-	617377	618135
791	chrIV	YDR088C	619824	-	618308	619632
792	chrIV	YDR091C	628591	-	626366	628381
793	chrIV	YDR092W	629852	+	630699	630018
794	chrIV	YDR093W	631020	+	636180	631208
795	chrIV	YDR096W	636841	+	640135	637079
796	chrIV	YDR097C	643875	-	640048	643722
797	chrIV	YDR098C	644968	-	644129	644794
798	chrIV	YDR099W	652718	+	654650	653528
799	chrIV	YDR100W	654987	+	655570	655190
800	chrIV	YDR101C	657494	-	655567	657298
801	chrIV	YDR103W	657716	+	661149	657965
802	chrIV	YDR104C	664959	-	661141	664727
803	chrIV	YDR105C	666821	-	665278	666602
804	chrIV	YDR106W	666986	+	667905	667208
805	chrIV	YDR107C	671049	-	668826	670842
806	chrIV	YDR108W	671233	+	673454	671428
807	chrIV	YDR110W	676064	+	678007	676273
808	chrIV	YDR113C	681719	-	680422	681470
809	chrIV	YDR116C	683588	-	682602	683374
810	chrIV	YDR117C	685668	-	683901	685476
811	chrIV	YDR118W	685844	+	688170	686073
812	chrIV	YDR120C	693234	-	691340	693050
813	chrIV	YDR121W	693450	+	694283	693651
814	chrIV	YDR122W	694412	+	698045	694607
815	chrIV	YDR123C	699538	-	698554	699339
816	chrIV	YDR125C	702877	-	701397	702664
817	chrIV	YDR126W	703229	+	704494	703449
818	chrIV	YDR127W	704414	+	709368	704620
819	chrIV	YDR128W	709515	+	713125	709705
820	chrIV	YDR129C	715452	-	713194	715185
821	chrIV	YDR130C	716650	-	715665	716435
822	chrIV	YDR135C	727606	-	722914	727410
823	chrIV	YDR137W	728174	+	730407	728385
824	chrIV	YDR138W	730565	+	732836	730748
825	chrIV	YDR139C	733950	-	733447	733728
826	chrIV	YDR140W	734124	+	734909	734337
827	chrIV	YDR141C	740045	-	734689	739820
828	chrIV	YDR142C	741777	-	740407	741562
829	chrIV	YDR143C	744020	-	741848	743799
830	chrIV	YDR144C	746241	-	744228	746036
831	chrIV	YDR145W	746672	+	748556	746880
832	chrIV	YDR146C	750906	-	748451	750750
833	chrIV	YDR147W	751199	+	753270	751773
834	chrIV	YDR148C	755319	-	753535	754895
835	chrIV	YDR150W	755566	+	763923	755674
836	chrIV	YDR151C	765332	-	763980	765090
837	chrIV	YDR152W	765639	+	766614	765876
838	chrIV	YDR153C	768122	-	766614	767937
839	chrIV	YDR155C	769032	-	768405	768817
840	chrIV	YDR156W	769475	+	770054	769719
841	chrIV	YDR158W	770322	+	771577	770533
842	chrIV	YDR159W	771787	+	775823	772004
843	chrIV	YDR160W	775985	+	778803	776196
844	chrIV	YDR162C	781232	-	780179	781015
845	chrIV	YDR163W	781350	+	782055	781598
846	chrIV	YDR164C	784267	-	781930	784052
847	chrIV	YDR165W	784834	+	786269	785050
848	chrIV	YDR166C	789294	-	786209	789059
849	chrIV	YDR167W	789420	+	790188	789630
850	chrIV	YDR168W	790288	+	791954	790517
851	chrIV	YDR169C	794255	-	792104	794041
852	chrIV	YDR170C	802409	-	795995	802203
853	chrIV	YDR171W	806535	+	807812	806663
854	chrIV	YDR172W	808280	+	810557	808502
855	chrIV	YDR173C	811677	-	810448	811484
856	chrIV	YDR174W	812087	+	813022	812289
857	chrIV	YDR175C	814207	-	813077	813993
858	chrIV	YDR176W	814423	+	816612	814641
859	chrIV	YDR177W	816780	+	817667	817007
860	chrIV	YDR178W	817848	+	818698	818059
861	chrIV	YDR179C	819225	-	818585	818994
862	chrIV	YDR180W	821152	+	825827	821374
863	chrIV	YDR181C	827414	-	825768	827162
864	chrIV	YDR182W	827532	+	829170	827757
865	chrIV	YDR183W	829530	+	830490	829776
866	chrIV	YDR184C	831542	-	830391	831380
867	chrIV	YDR185C	832579	-	831729	832347
868	chrIV	YDR186C	835684	-	832742	835324
869	chrIV	YDR188W	836367	+	838224	836576
870	chrIV	YDR189W	838350	+	840503	838542
871	chrIV	YDR190C	842054	-	840527	841836
872	chrIV	YDR191W	842299	+	843558	842512
873	chrIV	YDR192C	844940	-	843477	844705
874	chrIV	YDR194C	847969	-	845800	847738
875	chrIV	YDR195W	848364	+	850279	848600
876	chrIV	YDR196C	850999	-	850184	850803
877	chrIV	YDR197W	851195	+	852504	851394
878	chrIV	YDR198C	853998	-	852396	853786
879	chrIV	YDR200C	856158	-	854147	855930
880	chrIV	YDR201W	856288	+	857039	856539
881	chrIV	YDR202C	857984	-	856764	857767
882	chrIV	YDR204W	858129	+	859276	858324
883	chrIV	YDR205W	859345	+	861593	859543
884	chrIV	YDR206W	861774	+	864938	861939
885	chrIV	YDR207C	867611	-	864819	867363
886	chrIV	YDR208W	868100	+	870697	868303
887	chrIV	YDR211W	884672	+	887058	884893
888	chrIV	YDR212W	887148	+	888994	887383
889	chrIV	YDR213W	889532	+	892714	889696
890	chrIV	YDR214W	892743	+	894019	893100
891	chrIV	YDR216W	894536	+	899006	894562
892	chrIV	YDR217C	903537	-	899476	903292
893	chrIV	YDR218C	905062	-	903781	904884
894	chrIV	YDR219C	907076	-	905255	906887
895	chrIV	YDR221W	907330	+	909608	907508
896	chrIV	YDR223W	911653	+	913502	911888
897	chrIV	YDR224C	914746	-	914190	914633
898	chrIV	YDR225W	915458	+	916087	915615
899	chrIV	YDR226W	916463	+	917281	916631
900	chrIV	YDR227W	917458	+	921813	917656
901	chrIV	YDR228C	923883	-	921859	923689
902	chrIV	YDR229W	924692	+	926200	924904
903	chrIV	YDR231C	926940	-	926186	926704
904	chrIV	YDR232W	927219	+	929273	927375
905	chrIV	YDR233C	930396	-	929324	930143
906	chrIV	YDR234W	930991	+	933326	931160
907	chrIV	YDR235W	933504	+	935202	933730
908	chrIV	YDR236C	935917	-	935127	935716
909	chrIV	YDR237W	936473	+	937619	936692
910	chrIV	YDR238C	940849	-	937699	940636
911	chrIV	YDR239C	943429	-	940998	943229
912	chrIV	YDR240C	945172	-	943615	944953
913	chrIV	YDR242W	946711	+	948456	946900
914	chrIV	YDR243C	950316	-	948495	950091
915	chrIV	YDR244W	950538	+	952595	950724
916	chrIV	YDR245W	952737	+	954136	952911
917	chrIV	YDR246W	954253	+	955115	954492
918	chrIV	YDR247W	955644	+	957744	956233
919	chrIV	YDR251W	960308	+	963281	960520
920	chrIV	YDR252W	963410	+	963861	963605
921	chrIV	YDR253C	964320	-	963945	964611
922	chrIV	YDR254W	965041	+	966517	965252
923	chrIV	YDR255C	967859	-	966298	967633
924	chrIV	YDR256C	969680	-	968133	969588
925	chrIV	YDR257C	971478	-	969686	971249
926	chrIV	YDR258C	974316	-	971702	974117
927	chrIV	YDR259C	976003	-	974494	975963
928	chrIV	YDR260C	977258	-	976377	977018
929	chrIV	YDR261C	979262	-	977407	979048
930	chrIV	YDR263C	995534	-	994093	995491
931	chrIV	YDR264C	998420	-	995832	998200
932	chrIV	YDR265W	998608	+	1000064	998852
933	chrIV	YDR266C	1002225	-	999964	1002010
934	chrIV	YDR267C	1003562	-	1002305	1003352
935	chrIV	YDR268W	1003965	+	1005256	1004167
936	chrIV	YDR270W	1005601	+	1009004	1005755
937	chrIV	YDR272W	1008953	+	1009887	1009137
938	chrIV	YDR273W	1010133	+	1011375	1010294
939	chrIV	YDR275W	1012233	+	1013253	1012528
940	chrIV	YDR276C	1013718	-	1013260	1013451
941	chrIV	YDR277C	1015702	-	1014210	1015859
942	chrIV	YDR279W	1019301	+	1020455	1019492
943	chrIV	YDR280W	1020617	+	1021768	1020808
944	chrIV	YDR281C	1022376	-	1021840	1022233
945	chrIV	YDR283C	1030268	-	1024879	1030076
946	chrIV	YDR284C	1031700	-	1030463	1031507
947	chrIV	YDR285W	1031954	+	1035216	1032510
948	chrIV	YDR287W	1035963	+	1037229	1036192
949	chrIV	YDR288W	1037149	+	1038265	1037375
950	chrIV	YDR289C	1039564	-	1038073	1039321
951	chrIV	YDR292C	1045138	-	1043067	1044946
952	chrIV	YDR293C	1049446	-	1045319	1049298
953	chrIV	YDR294C	1052297	-	1050408	1052070
954	chrIV	YDR295C	1054910	-	1052542	1054724
955	chrIV	YDR296W	1055157	+	1055979	1055381
956	chrIV	YDR297W	1056515	+	1057770	1056601
957	chrIV	YDR298C	1058975	-	1057999	1058761
958	chrIV	YDR299W	1059592	+	1061322	1059789
959	chrIV	YDR300C	1062866	-	1061395	1062638
960	chrIV	YDR301W	1063277	+	1067559	1063500
961	chrIV	YDR302W	1067669	+	1068463	1067909
962	chrIV	YDR303C	1071678	-	1068614	1071530
963	chrIV	YDR304C	1072586	-	1071806	1072379
964	chrIV	YDR305C	1073462	-	1072681	1073260
965	chrIV	YDR308C	1078490	-	1077919	1078279
966	chrIV	YDR309C	1080249	-	1078684	1080148
967	chrIV	YDR310C	1084594	-	1080940	1084399
968	chrIV	YDR311W	1085067	+	1087095	1085247
969	chrIV	YDR312W	1087549	+	1089124	1087731
970	chrIV	YDR313C	1090167	-	1089041	1089937
971	chrIV	YDR314C	1092546	-	1090168	1092371
972	chrIV	YDR315C	1093587	-	1092668	1093386
973	chrIV	YDR316W	1093759	+	1095257	1093970
974	chrIV	YDR317W	1102161	+	1103514	1102313
975	chrIV	YDR318W	1103686	+	1105057	1103951
976	chrIV	YDR320C	1108108	-	1106007	1107907
977	chrIV	YDR320C-A	1108498	-	1108201	1108284
978	chrIV	YDR321W	1108671	+	1109998	1108881
979	chrIV	YDR322W	1110578	+	1111786	1110773
980	chrIV	YDR322C-A	1112337	-	1111797	1112091
981	chrIV	YDR323C	1114057	-	1112299	1113851
982	chrIV	YDR324C	1116703	-	1114253	1116501
983	chrIV	YDR325W	1117109	+	1120297	1117348
984	chrIV	YDR326C	1125113	-	1120465	1124889
985	chrIV	YDR328C	1126056	-	1125232	1125832
986	chrIV	YDR329C	1127617	-	1126205	1127406
987	chrIV	YDR330W	1127800	+	1129566	1128007
988	chrIV	YDR331W	1129549	+	1130894	1129786
989	chrIV	YDR332W	1130976	+	1133143	1131196
990	chrIV	YDR334W	1135692	+	1140592	1135994
991	chrIV	YDR335W	1140811	+	1144932	1141028
992	chrIV	YDR337W	1146270	+	1147245	1146490
993	chrIV	YDR339C	1150531	-	1149872	1150343
994	chrIV	YDR341C	1153662	-	1151639	1153449
995	chrIV	YDR342C	1156014	-	1154081	1155994
996	chrIV	YDR343C	1161320	-	1159464	1161100
997	chrIV	YDR345C	1164692	-	1162813	1164651
998	chrIV	YDR346C	1168816	-	1166938	1168616
999	chrIV	YDR347W	1169114	+	1170260	1169299
1000	chrIV	YDR349C	1174258	-	1172217	1174062
1001	chrIV	YDR350C	1178202	-	1176032	1178009
1002	chrIV	YDR351W	1178445	+	1181409	1178638
1003	chrIV	YDR353W	1183251	+	1184337	1183436
1004	chrIV	YDR354W	1184621	+	1185958	1184866
1005	chrIV	YDR356W	1186037	+	1189268	1186297
1006	chrIV	YDR358W	1190007	+	1191893	1190237
1007	chrIV	YDR359C	1194879	-	1191753	1194678
1008	chrIV	YDR361C	1196297	-	1195161	1196106
1009	chrIV	YDR362C	1198807	-	1196628	1198619
1010	chrIV	YDR363W	1199034	+	1200721	1199233
1011	chrIV	YDR363W-A	1202112	+	1202650	1202300
1012	chrIV	YDR364C	1204243	-	1202569	1203994
1013	chrIV	YDR365C	1206453	-	1204410	1206236
1014	chrIV	YDR367W	1212768	+	1213675	1213002
1015	chrIV	YDR368W	1213853	+	1215004	1214076
1016	chrIV	YDR369C	1217603	-	1214910	1217381
1017	chrIV	YDR372C	1222412	-	1220967	1222229
1018	chrIV	YDR373W	1222646	+	1223457	1222878
1019	chrIV	YDR375C	1226536	-	1225094	1226327
1020	chrIV	YDR376W	1226812	+	1228371	1226961
1021	chrIV	YDR377W	1228516	+	1229189	1228744
1022	chrIV	YDR378C	1229627	-	1229185	1229407
1023	chrIV	YDR379W	1230033	+	1233279	1230268
1024	chrIV	YDR379C-A	1233547	-	1233144	1233311
1025	chrIV	YDR380W	1234113	+	1236250	1234262
1026	chrIV	YDR381W	1236461	+	1238196	1236696
1027	chrIV	YDR381C-A	1239081	-	1238203	1238653
1028	chrIV	YDR382W	1239411	+	1239969	1239598
1029	chrIV	YDR383C	1240698	-	1239898	1240446
1030	chrIV	YDR384C	1242116	-	1241043	1241972
1031	chrIV	YDR385W	1243184	+	1245910	1243375
1032	chrIV	YDR386W	1246076	+	1248091	1246318
1033	chrIV	YDR388W	1250160	+	1251755	1250363
1034	chrIV	YDR389W	1252015	+	1254756	1252237
1035	chrIV	YDR390C	1256876	-	1254852	1256658
1036	chrIV	YDR392W	1258626	+	1259839	1258855
1037	chrIV	YDR393W	1259901	+	1261437	1260055
1038	chrIV	YDR394W	1261577	+	1263062	1261781
1039	chrIV	YDR395W	1263202	+	1266251	1263426
1040	chrIV	YDR397C	1266948	-	1266195	1266709
1041	chrIV	YDR398W	1267435	+	1269508	1267633
1042	chrIV	YDR399W	1269999	+	1270846	1270125
1043	chrIV	YDR400W	1271043	+	1272254	1271251
1044	chrIV	YDR402C	1273703	-	1272191	1273730
1045	chrIV	YDR403W	1274602	+	1276442	1274358
1046	chrIV	YDR404C	1277361	-	1276506	1277132
1047	chrIV	YDR405W	1277593	+	1278578	1277797
1048	chrIV	YDR406W	1279089	+	1283913	1279172
1049	chrIV	YDR407C	1288018	-	1284000	1287808
1050	chrIV	YDR408C	1288920	-	1288045	1288711
1051	chrIV	YDR409W	1289367	+	1292452	1289596
1052	chrIV	YDR410C	1293154	-	1292300	1292945
1053	chrIV	YDR411C	1294416	-	1293305	1294218
1054	chrIV	YDR412W	1294644	+	1295551	1294862
1055	chrIV	YDR414C	1296863	-	1295440	1296620
1056	chrIV	YDR416W	1298336	+	1301043	1298576
1057	chrIV	YDR418W	1301590	+	1302214	1301781
1058	chrIV	YDR419W	1303168	+	1305429	1303358
1059	chrIV	YDR420W	1306000	+	1311862	1306207
1060	chrIV	YDR421W	1311950	+	1315162	1312193
1061	chrIV	YDR422C	1317829	-	1315270	1317673
1062	chrIV	YDR423C	1319247	-	1317977	1319035
1063	chrIV	YDR424C	1319867	-	1319344	1319634
1064	chrIV	YDR425W	1320014	+	1321941	1320237
1065	chrIV	YDR427W	1322173	+	1323468	1322392
1066	chrIV	YDR428C	1324267	-	1323347	1324021
1067	chrIV	YDR429C	1325319	-	1324352	1325104
1068	chrIV	YDR430C	1328527	-	1325450	1328342
1069	chrIV	YDR432W	1328755	+	1330135	1328987
